I'm a man and use makeup regularly too (not kind of drag-y makeup but natural makeup).. glad to watch your makeup video. Hopefully in the future men won't be ashamed with wearing makeup :)
The beauty guru community was found wigless and in critical condition
I am a man and I found it normal for men to wear make-up. People should know that there's nothing wrong to it or might that associate to something.
I love the confidence you portray and don’t care about the stigma behind make up. Slay ______
James Charles Is Shaking __
Am i the only girl watch this ??? Hahaha..
"No, because us males wore makeup before females wore it same with tights and heels just females started to put it on and then everything changed"
Ughh i love men that takes such good cares about themself __
Relatable ________ I felt when you said dark circles and redness __________
"It's not always easy for a guy to buy himself make-up (largely due to archaic opinions of 'manliness'). If you want to know your skin tone, pop into a large department store and visit one of the beauty sections - you don't have to say you are wanting full make-up, just tell the (usually very attractive) make-up specialist that you need a concealer for under your eyes (too many late night parties) and she should find your perfect shade - giving the name and number of it in their range - and probably a sample to take away and test at home. If it sits well and gives you the result you want, you can always order the full products online if you are shy about buying them across the counter."
It's all good until you step outside and daylight reveals everything.
Wow you’re so hot & informative. Thank you king
"Love this , best make up tutorial for men that i watched ____"
I’m still waiting for a haircut tutorial and a fashion/styling tutorial. Your hair is always on point and so are your outfits ____
My boyfriend wears makeup regularly and I think it so cute how he cares about his appearance and feels comfortable with it. I'm very happy for all the guys here breaking the limits of sexism
Step one: be beautiful Step two: become more beautiful
Hi i am from India My question You are dam sure for this
"I love this video. Thanks for sharing. Applying sunscreen before the make up is also great, always protect your skin!"
You are gorgeous ______
Hey! U look perfect buddy__
You are my favourite in teaching men's makeup I follow your advice and my skin looks great thanks
I think couples of the future should just give up on ever leaving the house in a timely manner prior to dates.
Thanks for the helpful tips Carl...new subscriber here.....______
"I just Love how u motivate me every Time!!! I Start use natura make up since i Met ur amazing Channel. @carlcunard keep motivate us darling, ______"
I love your accent!
Thanks I actually purchase this after watching the video my male make up journey has started and I’m so happy about that
JUST APPLY BB CREAM AND NATURAL FOUNDATION AND YOUR GOOD TO GO!!! __________
Please don't use make up...daily applying make up just ruin the skin..nothing else. That's why girls aged fast.
"I love the rhetorical question in the description #GaysDoItBetter _ Good Job, although a bit of highlighter makes everyone looks better, Girls, Guys & Gays. Consider it."
Don't forget your Giorgio Armani LiP BaLM.. Lol
For that masc profile.
Is the giveaway still up?? :(
"Subtilities for this video, please? I want to understand all what you say, but im a deaf person. Luv"
"Will it break my face out? Also, what product do you use to remove this and how often?"
You really helped me bring forward my facial best!
I WEAR MAKE UP TOO BUT DAMN U ARE FINE AS HELL AND YOURE AMAZING
"Besides Troye Sivan’s makeup tutorial, this the only other natural makeup for men video I’ve ever seen. Definitely helped me out"
What about sweaty atmosphere wil this work...?
Bro I just want to say u R handsome I wish I could be like u n have those tattoos..... Anyway I like the video becoz u have redness face so do I....... Thanks for making this video.......
